id,name_en,name_ja,base_stat_total,hp,attack,defense,special-attack,special-defense,speed,types,sprite_url,generation,evolution_stage,is_legendary,is_mythical
498,tepig,ポカブ,308,65,63,45,45,45,45,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/498.png,generation-v,0,False,False
499,pignite,チャオブー,418,90,93,55,70,55,55,"fire,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/499.png,generation-v,1,False,False
500,emboar,エンブオー,528,110,123,65,100,65,65,"fire,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/500.png,generation-v,2,False,False
501,oshawott,ミジュマル,308,55,55,45,63,45,45,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/501.png,generation-v,0,False,False
502,dewott,フタチマル,413,75,75,60,83,60,60,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/502.png,generation-v,1,False,False
503,samurott,ダイケンキ,528,95,100,85,108,70,70,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/503.png,generation-v,2,False,False
504,patrat,ミネズミ,255,45,55,39,35,39,42,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/504.png,generation-v,0,False,False
505,watchog,ミルホッグ,420,60,85,69,60,69,77,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/505.png,generation-v,1,False,False
506,lillipup,ヨーテリー,275,45,60,45,25,45,55,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/506.png,generation-v,0,False,False
507,herdier,ハーデリア,370,65,80,65,35,65,60,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/507.png,generation-v,1,False,False
508,stoutland,ムーランド,500,85,110,90,45,90,80,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/508.png,generation-v,2,False,False
509,purrloin,チョロネコ,281,41,50,37,50,37,66,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/509.png,generation-v,0,False,False
510,liepard,レパルダス,446,64,88,50,88,50,106,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/510.png,generation-v,1,False,False
511,pansage,ヤナップ,316,50,53,48,53,48,64,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/511.png,generation-v,0,False,False
512,simisage,ヤナッキー,498,75,98,63,98,63,101,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/512.png,generation-v,1,False,False
513,pansear,バオップ,316,50,53,48,53,48,64,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/513.png,generation-v,0,False,False
514,simisear,バオッキー,498,75,98,63,98,63,101,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/514.png,generation-v,1,False,False
515,panpour,ヒヤップ,316,50,53,48,53,48,64,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/515.png,generation-v,0,False,False
516,simipour,ヒヤッキー,498,75,98,63,98,63,101,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/516.png,generation-v,1,False,False
517,munna,ムンナ,292,76,25,45,67,55,24,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/517.png,generation-v,0,False,False
518,musharna,ムシャーナ,487,116,55,85,107,95,29,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/518.png,generation-v,1,False,False
519,pidove,マメパト,264,50,55,50,36,30,43,"normal,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/519.png,generation-v,0,False,False
520,tranquill,ハトーボー,358,62,77,62,50,42,65,"normal,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/520.png,generation-v,1,False,False
521,unfezant,ケンホロウ,488,80,115,80,65,55,93,"normal,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/521.png,generation-v,2,False,False
522,blitzle,シママ,295,45,60,32,50,32,76,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/522.png,generation-v,0,False,False
523,zebstrika,ゼブライカ,497,75,100,63,80,63,116,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/523.png,generation-v,1,False,False
524,roggenrola,ダンゴロ,280,55,75,85,25,25,15,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/524.png,generation-v,0,False,False
525,boldore,ガントル,390,70,105,105,50,40,20,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/525.png,generation-v,1,False,False
526,gigalith,ギガイアス,515,85,135,130,60,80,25,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/526.png,generation-v,2,False,False
527,woobat,コロモリ,323,65,45,43,55,43,72,"psychic,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/527.png,generation-v,0,False,False
528,swoobat,ココロモリ,425,67,57,55,77,55,114,"psychic,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/528.png,generation-v,1,False,False
529,drilbur,モグリュー,328,60,85,40,30,45,68,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/529.png,generation-v,0,False,False
530,excadrill,ドリュウズ,508,110,135,60,50,65,88,"ground,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/530.png,generation-v,1,False,False
531,audino,タブンネ,445,103,60,86,60,86,50,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/531.png,generation-v,0,False,False
532,timburr,ドッコラー,305,75,80,55,25,35,35,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/532.png,generation-v,0,False,False
533,gurdurr,ドテッコツ,405,85,105,85,40,50,40,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/533.png,generation-v,1,False,False
534,conkeldurr,ローブシン,505,105,140,95,55,65,45,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/534.png,generation-v,2,False,False
535,tympole,オタマロ,294,50,50,40,50,40,64,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/535.png,generation-v,0,False,False
536,palpitoad,ガマガル,384,75,65,55,65,55,69,"water,ground",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/536.png,generation-v,1,False,False
537,seismitoad,ガマゲロゲ,509,105,95,75,85,75,74,"water,ground",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/537.png,generation-v,2,False,False
538,throh,ナゲキ,465,120,100,85,30,85,45,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/538.png,generation-v,0,False,False
539,sawk,ダゲキ,465,75,125,75,30,75,85,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/539.png,generation-v,0,False,False
540,sewaddle,クルミル,310,45,53,70,40,60,42,"bug,grass",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/540.png,generation-v,0,False,False
541,swadloon,クルマユ,380,55,63,90,50,80,42,"bug,grass",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/541.png,generation-v,1,False,False
542,leavanny,ハハコモリ,500,75,103,80,70,80,92,"bug,grass",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/542.png,generation-v,2,False,False
543,venipede,フシデ,260,30,45,59,30,39,57,"bug,poison",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/543.png,generation-v,0,False,False
544,whirlipede,ホイーガ,360,40,55,99,40,79,47,"bug,poison",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/544.png,generation-v,1,False,False
545,scolipede,ペンドラー,485,60,100,89,55,69,112,"bug,poison",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/545.png,generation-v,2,False,False
546,cottonee,モンメン,280,40,27,60,37,50,66,"grass,fairy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/546.png,generation-v,0,False,False
547,whimsicott,エルフーン,480,60,67,85,77,75,116,"grass,fairy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/547.png,generation-v,1,False,False
548,petilil,チュリネ,280,45,35,50,70,50,30,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/548.png,generation-v,0,False,False
549,lilligant,ドレディア,480,70,60,75,110,75,90,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/549.png,generation-v,1,False,False
550,basculin-red-striped,バスラオ,460,70,92,65,80,55,98,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/550.png,generation-v,-1,False,False
551,sandile,メグロコ,292,50,72,35,35,35,65,"ground,dark",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/551.png,generation-v,0,False,False
552,krokorok,ワルビル,351,60,82,45,45,45,74,"ground,dark",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/552.png,generation-v,1,False,False
553,krookodile,ワルビアル,519,95,117,80,65,70,92,"ground,dark",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/553.png,generation-v,2,False,False
554,darumaka,ダルマッカ,315,70,90,45,15,45,50,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/554.png,generation-v,0,False,False
555,darmanitan-standard,ヒヒダルマ,480,105,140,55,30,55,95,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/555.png,generation-v,-1,False,False
556,maractus,マラカッチ,461,75,86,67,106,67,60,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/556.png,generation-v,0,False,False
557,dwebble,イシズマイ,325,50,65,85,35,35,55,"bug,rock",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/557.png,generation-v,0,False,False
558,crustle,イワパレス,485,70,105,125,65,75,45,"bug,rock",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/558.png,generation-v,1,False,False
559,scraggy,ズルッグ,348,50,75,70,35,70,48,"dark,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/559.png,generation-v,0,False,False
560,scrafty,ズルズキン,488,65,90,115,45,115,58,"dark,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/560.png,generation-v,1,False,False
561,sigilyph,シンボラー,490,72,58,80,103,80,97,"psychic,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/561.png,generation-v,0,False,False
562,yamask,デスマス,303,38,30,85,55,65,30,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/562.png,generation-v,0,False,False
563,cofagrigus,デスカーン,483,58,50,145,95,105,30,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/563.png,generation-v,1,False,False
564,tirtouga,プロトーガ,355,54,78,103,53,45,22,"water,rock",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/564.png,generation-v,0,False,False
565,carracosta,アバゴーラ,495,74,108,133,83,65,32,"water,rock",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/565.png,generation-v,1,False,False
566,archen,アーケン,401,55,112,45,74,45,70,"rock,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/566.png,generation-v,0,False,False
567,archeops,アーケオス,567,75,140,65,112,65,110,"rock,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/567.png,generation-v,1,False,False
568,trubbish,ヤブクロン,329,50,50,62,40,62,65,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/568.png,generation-v,0,False,False
569,garbodor,ダストダス,474,80,95,82,60,82,75,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/569.png,generation-v,1,False,False
570,zorua,ゾロア,330,40,65,40,80,40,65,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/570.png,generation-v,0,False,False
571,zoroark,ゾロアーク,510,60,105,60,120,60,105,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/571.png,generation-v,1,False,False
572,minccino,チラーミィ,300,55,50,40,40,40,75,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/572.png,generation-v,0,False,False
573,cinccino,チラチーノ,470,75,95,60,65,60,115,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/573.png,generation-v,1,False,False
574,gothita,ゴチム,290,45,30,50,55,65,45,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/574.png,generation-v,0,False,False
575,gothorita,ゴチミル,390,60,45,70,75,85,55,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/575.png,generation-v,1,False,False
576,gothitelle,ゴチルゼル,490,70,55,95,95,110,65,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/576.png,generation-v,2,False,False
577,solosis,ユニラン,290,45,30,40,105,50,20,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/577.png,generation-v,0,False,False
578,duosion,ダブラン,370,65,40,50,125,60,30,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/578.png,generation-v,1,False,False
579,reuniclus,ランクルス,490,110,65,75,125,85,30,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/579.png,generation-v,2,False,False
580,ducklett,コアルヒー,305,62,44,50,44,50,55,"water,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/580.png,generation-v,0,False,False
581,swanna,スワンナ,473,75,87,63,87,63,98,"water,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/581.png,generation-v,1,False,False
582,vanillite,バニプッチ,305,36,50,50,65,60,44,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/582.png,generation-v,0,False,False
583,vanillish,バニリッチ,395,51,65,65,80,75,59,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/583.png,generation-v,1,False,False
584,vanilluxe,バイバニラ,535,71,95,85,110,95,79,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/584.png,generation-v,2,False,False
585,deerling,シキジカ,335,60,60,50,40,50,75,"normal,grass",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/585.png,generation-v,0,False,False
586,sawsbuck,メブキジカ,475,80,100,70,60,70,95,"normal,grass",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/586.png,generation-v,1,False,False
587,emolga,エモンガ,428,55,75,60,75,60,103,"electric,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/587.png,generation-v,0,False,False
588,karrablast,カブルモ,315,50,75,45,40,45,60,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/588.png,generation-v,0,False,False
589,escavalier,シュバルゴ,495,70,135,105,60,105,20,"bug,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/589.png,generation-v,1,False,False
590,foongus,タマゲタケ,294,69,55,45,55,55,15,"grass,poison",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/590.png,generation-v,0,False,False
591,amoonguss,モロバレル,464,114,85,70,85,80,30,"grass,poison",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/591.png,generation-v,1,False,False
592,frillish,プルリル,335,55,40,50,65,85,40,"water,ghost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/592.png,generation-v,0,False,False
593,jellicent,ブルンゲル,480,100,60,70,85,105,60,"water,ghost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/593.png,generation-v,1,False,False
594,alomomola,ママンボウ,470,165,75,80,40,45,65,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/594.png,generation-v,0,False,False
595,joltik,バチュル,319,50,47,50,57,50,65,"bug,electric",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/595.png,generation-v,0,False,False
596,galvantula,デンチュラ,472,70,77,60,97,60,108,"bug,electric",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/596.png,generation-v,1,False,False
597,ferroseed,テッシード,305,44,50,91,24,86,10,"grass,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/597.png,generation-v,0,False,False
598,ferrothorn,ナットレイ,489,74,94,131,54,116,20,"grass,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/598.png,generation-v,1,False,False
599,klink,ギアル,300,40,55,70,45,60,30,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/599.png,generation-v,0,False,False
600,klang,ギギアル,440,60,80,95,70,85,50,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/600.png,generation-v,1,False,False
601,klinklang,ギギギアル,520,60,100,115,70,85,90,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/601.png,generation-v,2,False,False
602,tynamo,シビシラス,275,35,55,40,45,40,60,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/602.png,generation-v,0,False,False
603,eelektrik,シビビール,405,65,85,70,75,70,40,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/603.png,generation-v,1,False,False
604,eelektross,シビルドン,515,85,115,80,105,80,50,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/604.png,generation-v,2,False,False
605,elgyem,リグレー,335,55,55,55,85,55,30,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/605.png,generation-v,0,False,False
606,beheeyem,オーベム,485,75,75,75,125,95,40,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/606.png,generation-v,1,False,False
607,litwick,ヒトモシ,275,50,30,55,65,55,20,"ghost,fire",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/607.png,generation-v,0,False,False
608,lampent,ランプラー,370,60,40,60,95,60,55,"ghost,fire",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/608.png,generation-v,1,False,False
609,chandelure,シャンデラ,520,60,55,90,145,90,80,"ghost,fire",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/609.png,generation-v,2,False,False
610,axew,キバゴ,320,46,87,60,30,40,57,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/610.png,generation-v,0,False,False
611,fraxure,オノンド,410,66,117,70,40,50,67,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/611.png,generation-v,1,False,False
612,haxorus,オノノクス,540,76,147,90,60,70,97,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/612.png,generation-v,2,False,False
613,cubchoo,クマシュン,305,55,70,40,60,40,40,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/613.png,generation-v,0,False,False
614,beartic,ツンベアー,505,95,130,80,70,80,50,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/614.png,generation-v,1,False,False
615,cryogonal,フリージオ,515,80,50,50,95,135,105,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/615.png,generation-v,0,False,False
616,shelmet,チョボマキ,305,50,40,85,40,65,25,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/616.png,generation-v,0,False,False
617,accelgor,アギルダー,495,80,70,40,100,60,145,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/617.png,generation-v,1,False,False
618,stunfisk,マッギョ,471,109,66,84,81,99,32,"ground,electric",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/618.png,generation-v,0,False,False
619,mienfoo,コジョフー,350,45,85,50,55,50,65,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/619.png,generation-v,0,False,False
620,mienshao,コジョンド,510,65,125,60,95,60,105,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/620.png,generation-v,1,False,False
621,druddigon,クリムガン,485,77,120,90,60,90,48,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/621.png,generation-v,0,False,False
622,golett,ゴビット,303,59,74,50,35,50,35,"ground,ghost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/622.png,generation-v,0,False,False
623,golurk,ゴルーグ,483,89,124,80,55,80,55,"ground,ghost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/623.png,generation-v,1,False,False
624,pawniard,コマタナ,340,45,85,70,40,40,60,"dark,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/624.png,generation-v,0,False,False
625,bisharp,キリキザン,490,65,125,100,60,70,70,"dark,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/625.png,generation-v,1,False,False
626,bouffalant,バッフロン,490,95,110,95,40,95,55,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/626.png,generation-v,0,False,False
627,rufflet,ワシボン,350,70,83,50,37,50,60,"normal,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/627.png,generation-v,0,False,False
628,braviary,ウォーグル,510,100,123,75,57,75,80,"normal,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/628.png,generation-v,1,False,False
629,vullaby,バルチャイ,370,70,55,75,45,65,60,"dark,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/629.png,generation-v,0,False,False
630,mandibuzz,バルジーナ,510,110,65,105,55,95,80,"dark,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/630.png,generation-v,1,False,False
631,heatmor,クイタラン,484,85,97,66,105,66,65,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/631.png,generation-v,0,False,False
632,durant,アイアント,484,58,109,112,48,48,109,"bug,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/632.png,generation-v,0,False,False
633,deino,モノズ,300,52,65,50,45,50,38,"dark,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/633.png,generation-v,0,False,False
634,zweilous,ジヘッド,420,72,85,70,65,70,58,"dark,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/634.png,generation-v,1,False,False
635,hydreigon,サザンドラ,600,92,105,90,125,90,98,"dark,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/635.png,generation-v,2,False,False
636,larvesta,メラルバ,360,55,85,55,50,55,60,"bug,fire",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/636.png,generation-v,0,False,False
637,volcarona,ウルガモス,550,85,60,65,135,105,100,"bug,fire",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/637.png,generation-v,1,False,False
638,cobalion,コバルオン,580,91,90,129,90,72,108,"steel,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/638.png,generation-v,0,True,False
639,terrakion,テラキオン,580,91,129,90,72,90,108,"rock,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/639.png,generation-v,0,True,False
640,virizion,ビリジオン,580,91,90,72,90,129,108,"grass,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/640.png,generation-v,0,True,False
641,tornadus-incarnate,トルネロス,580,79,115,70,125,80,111,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/641.png,generation-v,-1,True,False
642,thundurus-incarnate,ボルトロス,580,79,115,70,125,80,111,"electric,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/642.png,generation-v,-1,True,False
643,reshiram,レシラム,680,100,120,100,150,120,90,"dragon,fire",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/643.png,generation-v,0,True,False
644,zekrom,ゼクロム,680,100,150,120,120,100,90,"dragon,electric",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/644.png,generation-v,0,True,False
645,landorus-incarnate,ランドロス,600,89,125,90,115,80,101,"ground,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/645.png,generation-v,-1,True,False
646,kyurem,キュレム,660,125,130,90,130,90,95,"dragon,ice",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/646.png,generation-v,0,True,False
647,keldeo-ordinary,ケルディオ,580,91,72,90,129,90,108,"water,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/647.png,generation-v,-1,False,True
648,meloetta-aria,メロエッタ,600,100,77,77,128,128,90,"normal,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/648.png,generation-v,-1,False,True
649,genesect,ゲノセクト,600,71,120,95,120,95,99,"bug,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/649.png,generation-v,0,False,True
650,chespin,ハリマロン,313,56,61,65,48,45,38,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/650.png,generation-vi,0,False,False
651,quilladin,ハリボーグ,405,61,78,95,56,58,57,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/651.png,generation-vi,1,False,False
652,chesnaught,ブリガロン,530,88,107,122,74,75,64,"grass,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/652.png,generation-vi,2,False,False
653,fennekin,フォッコ,307,40,45,40,62,60,60,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/653.png,generation-vi,0,False,False
654,braixen,テールナー,409,59,59,58,90,70,73,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/654.png,generation-vi,1,False,False
655,delphox,マフォクシー,534,75,69,72,114,100,104,"fire,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/655.png,generation-vi,2,False,False
656,froakie,ケロマツ,314,41,56,40,62,44,71,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/656.png,generation-vi,0,False,False
657,frogadier,ゲコガシラ,405,54,63,52,83,56,97,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/657.png,generation-vi,1,False,False
658,greninja,ゲッコウガ,530,72,95,67,103,71,122,"water,dark",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/658.png,generation-vi,2,False,False
659,bunnelby,ホルビー,237,38,36,38,32,36,57,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/659.png,generation-vi,0,False,False
660,diggersby,ホルード,423,85,56,77,50,77,78,"normal,ground",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/660.png,generation-vi,1,False,False
661,fletchling,ヤヤコマ,278,45,50,43,40,38,62,"normal,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/661.png,generation-vi,0,False,False
662,fletchinder,ヒノヤコマ,382,62,73,55,56,52,84,"fire,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/662.png,generation-vi,1,False,False
663,talonflame,ファイアロー,499,78,81,71,74,69,126,"fire,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/663.png,generation-vi,2,False,False
