id,name_en,name_ja,base_stat_total,hp,attack,defense,special-attack,special-defense,speed,types,sprite_url,generation,evolution_stage,is_legendary,is_mythical,total_score_en,total_score_ja
474,porygon-z,ポリゴンＺ,535,85,80,70,135,75,90,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/474.png,generation-iv,2,False,False,8,15
475,gallade,エルレイド,518,68,125,65,65,115,80,"psychic,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/475.png,generation-iv,2,False,False,5,19
476,probopass,ダイノーズ,525,60,55,145,75,150,40,"rock,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/476.png,generation-iv,1,False,False,7,23
477,dusknoir,ヨノワール,525,45,100,135,65,135,45,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/477.png,generation-iv,2,False,False,10,25
478,froslass,ユキメノコ,480,70,80,70,80,70,110,"ice,ghost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/478.png,generation-iv,1,False,False,9,19
479,rotom,ロトム,440,50,50,77,95,77,91,"electric,ghost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/479.png,generation-iv,0,False,False,5,13
480,uxie,ユクシー,580,75,75,130,75,130,95,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/480.png,generation-iv,0,True,False,3,10
481,mesprit,エムリット,580,80,105,105,105,105,80,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/481.png,generation-iv,0,True,False,8,15
482,azelf,アグノム,580,75,125,70,125,70,115,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/482.png,generation-iv,0,True,False,5,18
483,dialga,ディアルガ,680,100,120,120,150,100,90,"steel,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/483.png,generation-iv,0,True,False,5,22
484,palkia,パルキア,680,90,120,100,150,120,100,"water,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/484.png,generation-iv,0,True,False,4,17
485,heatran,ヒードラン,600,91,90,106,130,106,77,"fire,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/485.png,generation-iv,0,True,False,7,17
486,regigigas,レジギガス,670,110,160,110,80,110,100,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/486.png,generation-iv,0,True,False,9,20
487,giratina-altered,ギラティナ,680,150,100,120,100,120,90,"ghost,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/487.png,generation-iv,-1,True,False,12,20
488,cresselia,クレセリア,580,120,70,110,75,120,85,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/488.png,generation-iv,0,True,False,8,19
489,phione,フィオネ,480,80,80,80,80,80,80,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/489.png,generation-iv,0,False,True,3,13
490,manaphy,マナフィ,600,100,100,100,100,100,100,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/490.png,generation-iv,1,False,True,4,16
491,darkrai,ダークライ,600,70,90,90,135,90,125,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/491.png,generation-iv,0,False,True,7,24
492,shaymin-land,シェイミ,600,100,100,100,100,100,100,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/492.png,generation-iv,-1,False,True,11,9
493,arceus,アルセウス,720,120,120,120,120,120,120,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/493.png,generation-iv,0,False,True,6,19
494,victini,ビクティニ,600,100,100,100,100,100,100,"psychic,fire",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/494.png,generation-v,0,False,True,6,13
495,snivy,ツタージャ,308,45,45,55,45,55,63,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/495.png,generation-v,0,False,False,5,18
496,servine,ジャノビー,413,60,60,75,60,75,83,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/496.png,generation-v,1,False,False,5,13
497,serperior,ジャローダ,528,75,75,95,75,95,113,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/497.png,generation-v,2,False,False,5,20
498,tepig,ポカブ,308,65,63,45,45,45,45,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/498.png,generation-v,0,False,False,4,15
499,pignite,チャオブー,418,90,93,55,70,55,55,"fire,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/499.png,generation-v,1,False,False,6,14
500,emboar,エンブオー,528,110,123,65,100,65,65,"fire,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/500.png,generation-v,2,False,False,4,19
501,oshawott,ミジュマル,308,55,55,45,63,45,45,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/501.png,generation-v,0,False,False,5,14
502,dewott,フタチマル,413,75,75,60,83,60,60,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/502.png,generation-v,1,False,False,4,20
503,samurott,ダイケンキ,528,95,100,85,108,70,70,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/503.png,generation-v,2,False,False,8,16
504,patrat,ミネズミ,255,45,55,39,35,39,42,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/504.png,generation-v,0,False,False,7,12
505,watchog,ミルホッグ,420,60,85,69,60,69,77,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/505.png,generation-v,1,False,False,4,15
506,lillipup,ヨーテリー,275,45,60,45,25,45,55,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/506.png,generation-v,0,False,False,6,18
507,herdier,ハーデリア,370,65,80,65,35,65,60,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/507.png,generation-v,1,False,False,5,25
508,stoutland,ムーランド,500,85,110,90,45,90,80,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/508.png,generation-v,2,False,False,12,19
509,purrloin,チョロネコ,281,41,50,37,50,37,66,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/509.png,generation-v,0,False,False,5,16
510,liepard,レパルダス,446,64,88,50,88,50,106,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/510.png,generation-v,1,False,False,5,23
511,pansage,ヤナップ,316,50,53,48,53,48,64,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/511.png,generation-v,0,False,False,7,16
512,simisage,ヤナッキー,498,75,98,63,98,63,101,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/512.png,generation-v,1,False,False,7,17
513,pansear,バオップ,316,50,53,48,53,48,64,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/513.png,generation-v,0,False,False,5,16
514,simisear,バオッキー,498,75,98,63,98,63,101,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/514.png,generation-v,1,False,False,5,17
515,panpour,ヒヤップ,316,50,53,48,53,48,64,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/515.png,generation-v,0,False,False,6,12
516,simipour,ヒヤッキー,498,75,98,63,98,63,101,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/516.png,generation-v,1,False,False,4,13
517,munna,ムンナ,292,76,25,45,67,55,24,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/517.png,generation-v,0,False,False,3,10
518,musharna,ムシャーナ,487,116,55,85,107,95,29,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/518.png,generation-v,1,False,False,7,12
519,pidove,マメパト,264,50,55,50,36,30,43,"normal,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/519.png,generation-v,0,False,False,4,21
520,tranquill,ハトーボー,358,62,77,62,50,42,65,"normal,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/520.png,generation-v,1,False,False,9,27
521,unfezant,ケンホロウ,488,80,115,80,65,55,93,"normal,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/521.png,generation-v,2,False,False,9,18
522,blitzle,シママ,295,45,60,32,50,32,76,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/522.png,generation-v,0,False,False,9,14
523,zebstrika,ゼブライカ,497,75,100,63,80,63,116,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/523.png,generation-v,1,False,False,13,23
524,roggenrola,ダンゴロ,280,55,75,85,25,25,15,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/524.png,generation-v,0,False,False,9,19
525,boldore,ガントル,390,70,105,105,50,40,20,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/525.png,generation-v,1,False,False,7,16
526,gigalith,ギガイアス,515,85,135,130,60,80,25,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/526.png,generation-v,2,False,False,7,21
527,woobat,コロモリ,323,65,45,43,55,43,72,"psychic,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/527.png,generation-v,0,False,False,4,17
528,swoobat,ココロモリ,425,67,57,55,77,55,114,"psychic,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/528.png,generation-v,1,False,False,6,22
529,drilbur,モグリュー,328,60,85,40,30,45,68,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/529.png,generation-v,0,False,False,7,12
530,excadrill,ドリュウズ,508,110,135,60,50,65,88,"ground,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/530.png,generation-v,1,False,False,10,15
531,audino,タブンネ,445,103,60,86,60,86,50,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/531.png,generation-v,0,False,False,4,15
532,timburr,ドッコラー,305,75,80,55,25,35,35,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/532.png,generation-v,0,False,False,4,24
533,gurdurr,ドテッコツ,405,85,105,85,40,50,40,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/533.png,generation-v,1,False,False,3,19
534,conkeldurr,ローブシン,505,105,140,95,55,65,45,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/534.png,generation-v,2,False,False,7,17
535,tympole,オタマロ,294,50,50,40,50,40,64,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/535.png,generation-v,0,False,False,4,22
536,palpitoad,ガマガル,384,75,65,55,65,55,69,"water,ground",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/536.png,generation-v,1,False,False,8,23
537,seismitoad,ガマゲロゲ,509,105,95,75,85,75,74,"water,ground",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/537.png,generation-v,2,False,False,11,28
538,throh,ナゲキ,465,120,100,85,30,85,45,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/538.png,generation-v,0,False,False,4,13
539,sawk,ダゲキ,465,75,125,75,30,75,85,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/539.png,generation-v,0,False,False,3,14
540,sewaddle,クルミル,310,45,53,70,40,60,42,"bug,grass",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/540.png,generation-v,0,False,False,6,11
541,swadloon,クルマユ,380,55,63,90,50,80,42,"bug,grass",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/541.png,generation-v,1,False,False,9,15
542,leavanny,ハハコモリ,500,75,103,80,70,80,92,"bug,grass",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/542.png,generation-v,2,False,False,5,24
543,venipede,フシデ,260,30,45,59,30,39,57,"bug,poison",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/543.png,generation-v,0,False,False,6,10
544,whirlipede,ホイーガ,360,40,55,99,40,79,47,"bug,poison",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/544.png,generation-v,1,False,False,6,16
545,scolipede,ペンドラー,485,60,100,89,55,69,112,"bug,poison",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/545.png,generation-v,2,False,False,8,23
546,cottonee,モンメン,280,40,27,60,37,50,66,"grass,fairy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/546.png,generation-v,0,False,False,5,11
547,whimsicott,エルフーン,480,60,67,85,77,75,116,"grass,fairy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/547.png,generation-v,1,False,False,7,14
548,petilil,チュリネ,280,45,35,50,70,50,30,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/548.png,generation-v,0,False,False,5,8
549,lilligant,ドレディア,480,70,60,75,110,75,90,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/549.png,generation-v,1,False,False,9,22
550,basculin-red-striped,バスラオ,460,70,92,65,80,55,98,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/550.png,generation-v,-1,False,False,16,21
551,sandile,メグロコ,292,50,72,35,35,35,65,"ground,dark",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/551.png,generation-v,0,False,False,8,18
552,krokorok,ワルビル,351,60,82,45,45,45,74,"ground,dark",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/552.png,generation-v,1,False,False,5,15
553,krookodile,ワルビアル,519,95,117,80,65,70,92,"ground,dark",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/553.png,generation-v,2,False,False,8,21
554,darumaka,ダルマッカ,315,70,90,45,15,45,50,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/554.png,generation-v,0,False,False,4,23
555,darmanitan-standard,ヒヒダルマ,480,105,140,55,30,55,95,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/555.png,generation-v,-1,False,False,18,20
556,maractus,マラカッチ,461,75,86,67,106,67,60,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/556.png,generation-v,0,False,False,6,21
557,dwebble,イシズマイ,325,50,65,85,35,35,55,"bug,rock",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/557.png,generation-v,0,False,False,6,16
558,crustle,イワパレス,485,70,105,125,65,75,45,"bug,rock",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/558.png,generation-v,1,False,False,7,21
559,scraggy,ズルッグ,348,50,75,70,35,70,48,"dark,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/559.png,generation-v,0,False,False,6,12
560,scrafty,ズルズキン,488,65,90,115,45,115,58,"dark,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/560.png,generation-v,1,False,False,8,14
561,sigilyph,シンボラー,490,72,58,80,103,80,97,"psychic,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/561.png,generation-v,0,False,False,6,21
562,yamask,デスマス,303,38,30,85,55,65,30,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/562.png,generation-v,0,False,False,5,17
563,cofagrigus,デスカーン,483,58,50,145,95,105,30,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/563.png,generation-v,1,False,False,7,21
564,tirtouga,プロトーガ,355,54,78,103,53,45,22,"water,rock",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/564.png,generation-v,0,False,False,7,25
565,carracosta,アバゴーラ,495,74,108,133,83,65,32,"water,rock",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/565.png,generation-v,1,False,False,9,30
566,archen,アーケン,401,55,112,45,74,45,70,"rock,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/566.png,generation-v,0,False,False,6,17
567,archeops,アーケオス,567,75,140,65,112,65,110,"rock,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/567.png,generation-v,1,False,False,6,24
568,trubbish,ヤブクロン,329,50,50,62,40,62,65,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/568.png,generation-v,0,False,False,7,19
569,garbodor,ダストダス,474,80,95,82,60,82,75,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/569.png,generation-v,1,False,False,6,25
570,zorua,ゾロア,330,40,65,40,80,40,65,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/570.png,generation-v,0,False,False,4,17
571,zoroark,ゾロアーク,510,60,105,60,120,60,105,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/571.png,generation-v,1,False,False,5,26
572,minccino,チラーミィ,300,55,50,40,40,40,75,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/572.png,generation-v,0,False,False,7,17
573,cinccino,チラチーノ,470,75,95,60,65,60,115,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/573.png,generation-v,1,False,False,8,17
574,gothita,ゴチム,290,45,30,50,55,65,45,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/574.png,generation-v,0,False,False,5,11
575,gothorita,ゴチミル,390,60,45,70,75,85,55,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/575.png,generation-v,1,False,False,5,13
576,gothitelle,ゴチルゼル,490,70,55,95,95,110,65,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/576.png,generation-v,2,False,False,7,19
577,solosis,ユニラン,290,45,30,40,105,50,20,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/577.png,generation-v,0,False,False,8,12
578,duosion,ダブラン,370,65,40,50,125,60,30,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/578.png,generation-v,1,False,False,7,18
579,reuniclus,ランクルス,490,110,65,75,125,85,30,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/579.png,generation-v,2,False,False,9,16
580,ducklett,コアルヒー,305,62,44,50,44,50,55,"water,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/580.png,generation-v,0,False,False,7,18
581,swanna,スワンナ,473,75,87,63,87,63,98,"water,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/581.png,generation-v,1,False,False,5,16
582,vanillite,バニプッチ,305,36,50,50,65,60,44,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/582.png,generation-v,0,False,False,7,15
583,vanillish,バニリッチ,395,51,65,65,80,75,59,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/583.png,generation-v,1,False,False,7,14
584,vanilluxe,バイバニラ,535,71,95,85,110,95,79,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/584.png,generation-v,2,False,False,9,24
585,deerling,シキジカ,335,60,60,50,40,50,75,"normal,grass",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/585.png,generation-v,0,False,False,5,13
586,sawsbuck,メブキジカ,475,80,100,70,60,70,95,"normal,grass",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/586.png,generation-v,1,False,False,9,19
587,emolga,エモンガ,428,55,75,60,75,60,103,"electric,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/587.png,generation-v,0,False,False,4,17
588,karrablast,カブルモ,315,50,75,45,40,45,60,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/588.png,generation-v,0,False,False,10,18
589,escavalier,シュバルゴ,495,70,135,105,60,105,20,"bug,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/589.png,generation-v,1,False,False,6,18
590,foongus,タマゲタケ,294,69,55,45,55,55,15,"grass,poison",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/590.png,generation-v,0,False,False,5,27
591,amoonguss,モロバレル,464,114,85,70,85,80,30,"grass,poison",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/591.png,generation-v,1,False,False,5,24
592,frillish,プルリル,335,55,40,50,65,85,40,"water,ghost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/592.png,generation-v,0,False,False,7,11
593,jellicent,ブルンゲル,480,100,60,70,85,105,60,"water,ghost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/593.png,generation-v,1,False,False,10,16
594,alomomola,ママンボウ,470,165,75,80,40,45,65,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/594.png,generation-v,0,False,False,5,22
595,joltik,バチュル,319,50,47,50,57,50,65,"bug,electric",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/595.png,generation-v,0,False,False,7,12
596,galvantula,デンチュラ,472,70,77,60,97,60,108,"bug,electric",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/596.png,generation-v,1,False,False,8,14
597,ferroseed,テッシード,305,44,50,91,24,86,10,"grass,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/597.png,generation-v,0,False,False,7,15
598,ferrothorn,ナットレイ,489,74,94,131,54,116,20,"grass,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/598.png,generation-v,1,False,False,7,18
599,klink,ギアル,300,40,55,70,45,60,30,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/599.png,generation-v,0,False,False,5,12
600,klang,ギギアル,440,60,80,95,70,85,50,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/600.png,generation-v,1,False,False,4,15
601,klinklang,ギギギアル,520,60,100,115,70,85,90,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/601.png,generation-v,2,False,False,6,18
602,tynamo,シビシラス,275,35,55,40,45,40,60,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/602.png,generation-v,0,False,False,5,16
603,eelektrik,シビビール,405,65,85,70,75,70,40,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/603.png,generation-v,1,False,False,8,13
604,eelektross,シビルドン,515,85,115,80,105,80,50,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/604.png,generation-v,2,False,False,9,15
605,elgyem,リグレー,335,55,55,55,85,55,30,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/605.png,generation-v,0,False,False,4,14
606,beheeyem,オーベム,485,75,75,75,125,95,40,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/606.png,generation-v,1,False,False,3,18
607,litwick,ヒトモシ,275,50,30,55,65,55,20,"ghost,fire",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/607.png,generation-v,0,False,False,6,14
608,lampent,ランプラー,370,60,40,60,95,60,55,"ghost,fire",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/608.png,generation-v,1,False,False,8,22
609,chandelure,シャンデラ,520,60,55,90,145,90,80,"ghost,fire",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/609.png,generation-v,2,False,False,8,14
610,axew,キバゴ,320,46,87,60,30,40,57,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/610.png,generation-v,0,False,False,4,15
611,fraxure,オノンド,410,66,117,70,40,50,67,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/611.png,generation-v,1,False,False,8,17
612,haxorus,オノノクス,540,76,147,90,60,70,97,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/612.png,generation-v,2,False,False,6,21
613,cubchoo,クマシュン,305,55,70,40,60,40,40,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/613.png,generation-v,0,False,False,4,12
614,beartic,ツンベアー,505,95,130,80,70,80,50,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/614.png,generation-v,1,False,False,4,21
615,cryogonal,フリージオ,515,80,50,50,95,135,105,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/615.png,generation-v,0,False,False,8,15
616,shelmet,チョボマキ,305,50,40,85,40,65,25,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/616.png,generation-v,0,False,False,7,16
617,accelgor,アギルダー,495,80,70,40,100,60,145,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/617.png,generation-v,1,False,False,6,25
618,stunfisk,マッギョ,471,109,66,84,81,99,32,"ground,electric",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/618.png,generation-v,0,False,False,10,10
619,mienfoo,コジョフー,350,45,85,50,55,50,65,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/619.png,generation-v,0,False,False,4,14
620,mienshao,コジョンド,510,65,125,60,95,60,105,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/620.png,generation-v,1,False,False,5,15
621,druddigon,クリムガン,485,77,120,90,60,90,48,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/621.png,generation-v,0,False,False,9,16
622,golett,ゴビット,303,59,74,50,35,50,35,"ground,ghost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/622.png,generation-v,0,False,False,5,15
623,golurk,ゴルーグ,483,89,124,80,55,80,55,"ground,ghost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/623.png,generation-v,1,False,False,5,16
624,pawniard,コマタナ,340,45,85,70,40,40,60,"dark,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/624.png,generation-v,0,False,False,8,23
625,bisharp,キリキザン,490,65,125,100,60,70,70,"dark,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/625.png,generation-v,1,False,False,4,14
626,bouffalant,バッフロン,490,95,110,95,40,95,55,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/626.png,generation-v,0,False,False,8,17
627,rufflet,ワシボン,350,70,83,50,37,50,60,"normal,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/627.png,generation-v,0,False,False,7,15
628,braviary,ウォーグル,510,100,123,75,57,75,80,"normal,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/628.png,generation-v,1,False,False,6,19
629,vullaby,バルチャイ,370,70,55,75,45,65,60,"dark,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/629.png,generation-v,0,False,False,4,14
630,mandibuzz,バルジーナ,510,110,65,105,55,95,80,"dark,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/630.png,generation-v,1,False,False,10,21
631,heatmor,クイタラン,484,85,97,66,105,66,65,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/631.png,generation-v,0,False,False,6,18
632,durant,アイアント,484,58,109,112,48,48,109,"bug,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/632.png,generation-v,0,False,False,8,20
